URL,Venue Name,Phone,Venue Highlights,Guest Capacity,Address
https://www.wedding-spot.com/venue/3314/goggleworks-center-of-the-arts/,GoggleWorks Center of the Arts,610-374-4600 ext. 115,"Award winner,BYO,Valet parking",215,"201 Washington Street, Reading, PA 19601"
https://www.wedding-spot.com/venue/739/nicolosi-caterers/,Nicolosi Caterers,856-845-3437,"Indoor and outdoor spaces,Rentals included,Valet parking",400,"1 Hessian Avenue, West Deptford, NJ 08096"
https://www.wedding-spot.com/venue/597/sterling-ballroom-at-the-doubletree-by-hilton-tinton-falls/,Sterling Ballroom at the DoubleTree by Hilton Tinton Falls,732-780-3405,"3x award winner,Indoor and outdoor spaces,Upgraded rentals included",1,"700 Hope Road, Tinton Falls, NJ 07724"
https://www.wedding-spot.com/venue/13590/woodsedge-farm-weddings-events/,WoodsEdge Farm Weddings & Events,609-397-2212,"Indoor and outdoor spaces,BYO,Valet parking",400,"78 Bowne Station Road, Stockton, NJ 08559"
https://www.wedding-spot.com/venue/14198/the-benjamin-royal-sonesta-new-york/,The Benjamin Royal Sonesta New York,212-715-2500,"Indoor and outdoor spaces,Rentals included,Valet parking",100,"125 East 50th Street, New York, NY 10022"
https://www.wedding-spot.com/venue/663/oyster-point-hotel/,Oyster Point Hotel,732-530-8200,"Rentals included,Valet parking",220,"146 Bodman Place, Red Bank, NJ 07701"
https://www.wedding-spot.com/venue/727/ron-jaworskis-ramblewood-country-club/,Ron Jaworski's Ramblewood Country Club,856-235-2118 ext. 12,"Award winner,Indoor and outdoor spaces,Valet parking",400,"200 Country Club Parkway, Mount Laurel, NJ 08054"
https://www.wedding-spot.com/venue/750/the-shore-club/,The Shore Club,732-449-3666,"Indoor and outdoor spaces,Rentals included,Valet parking",250,"700 Highway 71, Spring Lake, NJ 07762"
https://www.wedding-spot.com/venue/598/crystal-ballroom-at-the-radisson-freehold/,Crystal Ballroom at the Radisson Freehold,732-780-3405,"Award winner,Indoor and outdoor spaces,Rentals included",1,"50 Gibson Place, Freehold, NJ 07728"
https://www.wedding-spot.com/venue/683/wildwoods-convention-center/,Wildwoods Convention Center,609-846-2664,"Indoor and outdoor spaces,Rentals included,Valet parking",1400,"4501 Boardwalk, Wildwood, NJ 08260"
https://www.wedding-spot.com/venue/596/atlantis-ballroom-at-the-days-hotel-toms-river-jersey-shore/,Atlantis Ballroom at the Days Hotel Toms River - Jersey Shore,732-780-3405,,1,"290 Route 37 East, Toms River, NJ 08753"
https://www.wedding-spot.com/venue/700/the-gables-historic-inn-restaurant/,The Gables Historic Inn & Restaurant,917-836-3900,"Indoor and outdoor spaces,BYO,Upgraded rentals included",200,"212 Centre Street, Beach Haven, NJ 08008"
https://www.wedding-spot.com/venue/1696/mallard-island-yacht-club/,Mallard Island Yacht Club,908-681-9000,"Accommodation offered,Rentals included,Valet parking",250,"1450 East Bay Avenue, Manahawkin, NJ 08050"
https://www.wedding-spot.com/venue/664/molly-pitcher-inn/,Molly Pitcher Inn,732-530-8200 ext. 155,"Accommodation offered,Indoor and outdoor spaces,Valet parking",300,"88 Riverside Avenue, Red Bank, NJ 07701"
https://www.wedding-spot.com/venue/588/southern-mansion/,Southern Mansion,609-884-7171,"Indoor and outdoor spaces,BYO,Rentals included",150,"720 Washington Street, Cape May, NJ 08204"
https://www.wedding-spot.com/venue/696/colts-neck-inn-steak-chop-house/,Colts Neck Inn Steak & Chop House,732-462-0383,"Indoor and outdoor spaces,Rentals included,Valet parking",180,"6 County Road, Route 537 West, Colts Neck, NJ 07722"
https://www.wedding-spot.com/venue/1466/chart-house-atlantic-city/,Chart House Atlantic City,609-340-5031,"Rentals included,Valet parking",65,"Golden Nugget Hotel & Casino, Brigantine Boulevard"
https://www.wedding-spot.com/venue/1780/moorestown-community-house/,Moorestown Community House,856-235-0326 ext. 10,"Indoor and outdoor spaces,BYO,Valet parking",200,"16 East Main Street, Moorestown, NJ 08057"
https://www.wedding-spot.com/venue/749/battleground-country-club/,Battleground Country Club,732-462-7575,"Indoor and outdoor spaces,Valet parking",400,"1 Covenhoven Road, Manalapan, NJ 07726"
https://www.wedding-spot.com/venue/595/versailles-ballroom-at-the-ramada-toms-river/,Versailles Ballroom at the Ramada Toms River,732-719-1206,"Upgraded rentals included,Rentals included",1,"2373 Route 9, Toms River, NJ 08755"
https://www.wedding-spot.com/venue/746/linwood-country-club/,Linwood Country Club,609-927-6134,"Indoor and outdoor spaces,BYO,Rentals included",275,"500 Shore Road, Linwood, NJ 08221"
https://www.wedding-spot.com/venue/12681/caffe-aldo-lamberti/,Caffe Aldo Lamberti,856-663-7887,"Rentals included,Valet parking",175,"2011 Marlton Pike West, Cherry Hill, NJ 08002"
https://www.wedding-spot.com/venue/594/windsor-ballroom-at-the-holiday-inn-east-windsor/,Windsor Ballroom at the Holiday Inn East Windsor,732-780-3405,"Award winner,Indoor and outdoor spaces,Upgraded rentals included",1,"399 Monmouth Street, East Windsor, NJ 08520"
https://www.wedding-spot.com/venue/1197/the-smithville-inn/,The Smithville Inn,609-652-7777,"Indoor and outdoor spaces,Rentals included,Valet parking",170,"1 North New York Road (Route 9), Galloway, NJ 08205"
https://www.wedding-spot.com/venue/1601/bonnet-island-estate/,Bonnet Island Estate,908-681-9000,"Award winner,Rentals included,Valet parking",250,"2400 East Bay Avenue, Manahawkin, NJ 08050"
https://www.wedding-spot.com/venue/599/waters-edge-on-the-bay/,Waters Edge on the Bay,732-269-3000,"Award winner,Indoor and outdoor spaces,Rentals included",200,"125 Bayview Avenue, Bayville, NJ 08721"
https://www.wedding-spot.com/venue/1014/avalon-yacht-club/,Avalon Yacht Club,609-967-4444,"Indoor and outdoor spaces,Rentals included,Valet parking",225,"704 7th Street, Avalon, NJ 08202"
https://www.wedding-spot.com/venue/1219/seaview-a-dolce-hotel/,"Seaview, A Dolce Hotel",609-748-7648,"Award winner,Accommodation offered,Indoor and outdoor spaces",400,"401 South New York Road, Galloway, NJ 08205"
https://www.wedding-spot.com/venue/1215/the-breakers-on-the-ocean/,The Breakers on the Ocean,732-449-7700,"Award winner,Indoor and outdoor spaces,Rentals included",220,"1507 Ocean Avenue, Spring Lake"
https://www.wedding-spot.com/venue/13552/the-chapel-at-the-historic-village-of-allaire/,The Chapel at the Historic Village of Allaire,732-919-3500 ext. 14,"Indoor and outdoor spaces,Valet parking",100,"4263 Atlantic Avenue, Farmingdale, NJ 07727"
https://www.wedding-spot.com/venue/1695/ashford-estate/,Ashford Estate,908-681-9000,"2x award winner,Rentals included,Valet parking",275,"637 Province Line Road, Allentown, NJ 08501"
https://www.wedding-spot.com/venue/14517/st-joseph-polish-catholic-apostolate-of-the-diocese-of-camden/,St. Joseph Polish Catholic Apostolate of the Diocese of Camden,856-963-1285,Valet parking,900,"1010 Liberty Street, Camden, NJ 08104"
https://www.wedding-spot.com/venue/1120/greate-bay/,Greate Bay,609-927-5071,"Award winner,Indoor and outdoor spaces,Rentals included",300,"901 Mays Landing Road, Somers Point, NJ 08244"
https://www.wedding-spot.com/venue/14466/holmdel-community-united-church-of-christ/,Holmdel Community United Church of Christ,732-946-8821,"BYO,Valet parking",200,"40 Main Street, Holmdel, NJ 07733"
https://www.wedding-spot.com/venue/589/ocean-city-yacht-club/,Ocean City Yacht Club,609-457-7112,"Award winner,Indoor and outdoor spaces,BYO",220,"100 Bay Road, Ocean City, NJ 08226"
https://www.wedding-spot.com/venue/760/ron-jaworskis-valleybrook-country-club/,Ron Jaworski's Valleybrook Country Club,856-227-3171 ext. 3,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",220,"200 Golfview Drive, Blackwood, NJ 08012"
https://www.wedding-spot.com/venue/5201/updike-farmstead/,Updike Farmstead,609-921-6748 ext. 105,"Indoor and outdoor spaces,BYO,Valet parking",200,"354 Quaker Road, Princeton, NJ 08540"
https://www.wedding-spot.com/venue/2146/clarion-hotel-conference-center/,Clarion Hotel & Conference Center,732-341-6215,"Rentals included,Valet parking",200,"815 Route 37 West, Toms River, NJ 08755"
https://www.wedding-spot.com/venue/1343/the-mansion-at-oyster-bay/,The Mansion at Oyster Bay,,"Award winner,Indoor and outdoor spaces,Upgraded rentals included",288,"1 S Woods Road, Woodbury, NY 11797"
https://www.wedding-spot.com/venue/2098/lambertville-station-restaurant-inn/,Lambertville Station Restaurant & Inn,609-397-9077,"Indoor and outdoor spaces,Rentals included,Valet parking",200,"11 Bridge Street, Lambertville, NJ 08530"
https://www.wedding-spot.com/venue/2009/harbor-pines-golf-club/,Harbor Pines Golf Club,609-927-0006 ext. 130,"Indoor and outdoor spaces,Rentals included,Valet parking",200,"500 Saint Andrews Drive, Egg Harbor Township, NJ 08234"
https://www.wedding-spot.com/venue/4656/aloft-mount-laurel/,Aloft Mount Laurel,856-234-1880,"Indoor and outdoor spaces,Rentals included,Valet parking",320,"558 Fellowship Road, Mt Laurel, NJ 08054"
https://www.wedding-spot.com/venue/4362/port-o-call-hotel/,Port-O-Call Hotel,800-334-4546 ext. 7352,"BYO,Valet parking",90,"1510 Boardwalk, Ocean City, NJ 08226"
https://www.wedding-spot.com/venue/4498/the-haddon-fortnightly/,The Haddon Fortnightly,856-428-9040,"BYO,Valet parking",250,"301 Kings Highway East, Haddonfield, NJ 08033"
https://www.wedding-spot.com/venue/12847/bowmans-hill-wildflower-preserve/,Bowman's Hill Wildflower Preserve,215-860-1859,"BYO,Valet parking",200,"1635 River Road, New Hope, PA 18938"
https://www.wedding-spot.com/venue/8677/blue-fin-times-square/,Blue Fin Times Square,212-331-0313,"Upgraded rentals included,Rentals included,Valet parking",275,"1567 Broadway, New York, NY 10036"
https://www.wedding-spot.com/venue/4763/the-cranbury-inn/,The Cranbury Inn,609-655-5595,"Rentals included,Valet parking",240,"21 South Main Street, Cranbury, NJ 08512"
https://www.wedding-spot.com/venue/1889/ron-jaworskis-blue-heron-pines-golf-club/,Ron Jaworski's Blue Heron Pines Golf Club,609-965-1800 ext. 2,"Indoor and outdoor spaces,Rentals included,Valet parking",175,"550 Country Club Drive, Egg Harbor City, NJ 08215"
https://www.wedding-spot.com/venue/249/estate-at-three-village-inn/,Estate at Three Village Inn,,"Indoor and outdoor spaces,Upgraded rentals included,Valet parking",200,"150 Main Street, Stony Brook, NY 11790"
https://www.wedding-spot.com/venue/6570/hilton-garden-inn-hamilton/,Hilton Garden Inn Hamilton,609-570-4160,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",200,"800 US Highway 130, Hamilton Township, NJ 08691"
https://www.wedding-spot.com/venue/4574/salt-creek-grille-rumson/,Salt Creek Grille Rumson,732-933-9272,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",150,"4 Bingham Avenue, Rumson, NJ 07760"
https://www.wedding-spot.com/venue/4390/the-marian-house-by-willow-sage-catering-and-events/,The Marian House by Willow & Sage Catering and Events,732-712-1287,"Indoor and outdoor spaces,BYO,Rentals included",275,"507 Kings Highway South, Cherry Hill, NJ 08034"
https://www.wedding-spot.com/venue/1626/yachts-for-all-seasons-infinity/,Yachts For All Seasons: Infinity,212-534-6380,"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included",1200,"Pier 40 at Hudson River Park, New York, NY 10011"
https://www.wedding-spot.com/venue/9318/the-bryant-park-hotel/,The Bryant Park Hotel,212-869-0100,"Rehearsal dinner and bridal shower,Valet parking",120,"40 West 40th Street, New York, NY 10018"
https://www.wedding-spot.com/venue/2694/carmines-atlantic-city/,Carmine's Atlantic City,212-221-3800 ext. 822,"Upgraded rentals included,Valet parking",150,"The Quarter at Tropicana, 2801 Pacific Avenue"
https://www.wedding-spot.com/venue/4592/doubletree-suites-by-hilton-mt-laurel/,DoubleTree Suites by Hilton Mt. Laurel,856-778-8999 ext. 423,"Indoor and outdoor spaces,Rentals included,Valet parking",220,"515 Fellowship Road, North Mount Laurel, NJ 08054"
https://www.wedding-spot.com/venue/4389/chalfonte-hotel/,Chalfonte Hotel,609-884-8409,"Indoor and outdoor spaces,Valet parking",175,"301 Howard Street, Cape May, NJ 08204"
https://www.wedding-spot.com/venue/285/the-view-at-oakdale/,The View at Oakdale,,"Indoor and outdoor spaces,Rentals included,Valet parking",220,"3 Consuelo Place, Oakdale, NY 11769"
https://www.wedding-spot.com/venue/4909/bayonet-farm/,Bayonet Farm,732-946-2820 ext. 1224,"Indoor and outdoor spaces,BYO,Valet parking",200,"41 Middle Town Road, Holmdel, NJ 07733"
https://www.wedding-spot.com/venue/1876/jumping-brook-country-club/,Jumping Brook Country Club,732-922-8200 ext. 37,"Indoor and outdoor spaces,Rentals included,Valet parking",400,"210 Jumping Brook Road, Neptune City, NJ 07753"
https://www.wedding-spot.com/venue/9840/the-inn-at-ragged-edge/,The Inn At Ragged Edge,717-496-8372,"Indoor and outdoor spaces,BYO,Valet parking",125,"1090 Ragged Edge Road, Chambersburg, PA 17202"
https://www.wedding-spot.com/venue/4887/sayen-house-and-gardens/,Sayen House and Gardens,609-890-3874,"Award winner,Indoor and outdoor spaces,BYO",100,"155 Hughes Drive, Hamilton Township, NJ 08690"
https://www.wedding-spot.com/venue/3100/e-lounge/,E Lounge,856-768-7666,"BYO,Rentals included,Valet parking",200,"807 Rt 70 West, Cherry Hill, NJ 08002"
https://www.wedding-spot.com/venue/4263/doubletree-by-hilton-philadelphia-airport/,DoubleTree by Hilton Philadelphia Airport,215-937-4507,"Rentals included,Valet parking",375,"4509 Island Avenue, Philadelphia, PA 19153"
https://www.wedding-spot.com/venue/4914/riverwinds-community-center/,RiverWinds Community Center,856-251-1410 ext. 110,"Indoor and outdoor spaces,BYO,Valet parking",500,"1000 Riverwinds Drive, West Deptford, NJ 08086"
https://www.wedding-spot.com/venue/4591/the-kove/,The Kove,856-546-0808,"Rentals included,Valet parking",200,"20 West Atlantic Avenue, Audubon, NJ 08106"
https://www.wedding-spot.com/venue/1888/waterview-pavilion/,Waterview Pavilion,732-681-4600,"Award winner,Rentals included,Valet parking",250,"800 River Road, Belmar, NJ 07719"
https://www.wedding-spot.com/venue/2019/centerton-country-club-event-center/,Centerton Country Club & Event Center,856-358-3325,"Indoor and outdoor spaces,Rentals included,Valet parking",500,"1022 Almond Road, Pittsgrove Township, NJ 08318"
https://www.wedding-spot.com/venue/3166/sheraton-eatontown-hotel/,Sheraton Eatontown Hotel,732-542-6500,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",1,"6 Industrial Way East, Eatontown, NJ 07724"
https://www.wedding-spot.com/venue/4784/parsonage-barn/,Parsonage Barn,609-802-4221,,80,"3 Cranbury Neck Road, Cranbury, NJ 08512"
https://www.wedding-spot.com/venue/4495/the-dutchmans-brauhaus/,The Dutchman's Brauhaus,609-494-6910,"Indoor and outdoor spaces,Rentals included,Valet parking",135,"2500 East Bay Avenue, Manahawkin, NJ 08050"
https://www.wedding-spot.com/venue/3228/inn-at-great-neck-world-hotels-crafted/,"Inn at Great Neck, World Hotels Crafted",516-773-2000,"Rentals included,Valet parking",135,"30 Cutter Mill Road, Great Neck, NY 11021"
https://www.wedding-spot.com/venue/1741/quality-italian/,Quality Italian,212-838-2061 ext. 2326,"Rentals included,Valet parking",40,"57 West 57th Street, New York, NY 10019"
https://www.wedding-spot.com/venue/248/the-pavilion-at-sunken-meadow/,The Pavilion at Sunken Meadow,,"2x award winner,Indoor and outdoor spaces,Rentals included",300,"Sunken Meadow State Park, Parking Field #2"
https://www.wedding-spot.com/venue/13533/events-at-stone-park/,Events at Stone Park,718-369-0082,"Upgraded rentals included,Rentals included,Valet parking",60,"357 3rd Street, Brooklyn, NY 11215"
https://www.wedding-spot.com/venue/13702/hotel-seville-nomad/,Hotel Seville NoMad,646-424-2621,"Rentals included,Valet parking",120,"22 East 29th Street, New York, NY 10016"
https://www.wedding-spot.com/venue/5222/new-york-water-taxi/,New York Water Taxi,212-630-8121,"Indoor and outdoor spaces,Rentals included,Valet parking",200,"83 North River Piers, 2th Ave & 42nd"
https://www.wedding-spot.com/venue/13749/sixth-floor-loft/,Sixth Floor Loft,212-982-8113,Valet parking,60,"873 Broadway, New York, NY 10003"
https://www.wedding-spot.com/venue/264/the-mansion-at-west-sayville/,The Mansion at West Sayville,,"Indoor and outdoor spaces,Rentals included,Valet parking",200,"200 Main Street, West Sayville, NY 11796"
https://www.wedding-spot.com/venue/450/garys-loft/,Gary's Loft,917-837-2420,"Indoor and outdoor spaces,BYO,Valet parking",150,"28 West 36th Street, New York, NY 10018"
https://www.wedding-spot.com/venue/5061/il-buco/,Il Buco,917-484-4016,"BYO,Rentals included,Valet parking",70,"47 Bond Street, New York, NY 10012"
https://www.wedding-spot.com/venue/10192/the-vineyards-at-aquebogue/,The Vineyards at Aquebogue,,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",300,"978 NY-25, Riverhead, NY 11901"
https://www.wedding-spot.com/venue/13686/lovecraft/,Lovecraft,917-612-3855,"Rentals included,Valet parking",300,"50 Avenue B, New York, NY 10009"
https://www.wedding-spot.com/venue/5071/first-unitarian-congressional-society-brooklyn/,First Unitarian Congressional Society Brooklyn,718-404-2348,"BYO,Valet parking",400,"116 Pierrepont Street, Brooklyn, NY 11201"
https://www.wedding-spot.com/venue/8584/the-library-hotel/,The Library Hotel,212-204-5408,"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Upgraded rentals included",50,"299 Madison Avenue,, New York, NY 10017"
https://www.wedding-spot.com/venue/16459/gemelli-and-the-ledge/,Gemelli and the Ledge,,"Indoor and outdoor spaces,BYO",250,"48 Cypress Ave, Brooklyn"
https://www.wedding-spot.com/venue/14879/heritage-club-at-bethpage/,Heritage Club at Bethpage,,"Indoor and outdoor spaces,Upgraded rentals included,Rentals included",500,"99 Quaker Meeting House Road, Farmingdale, NY 11735"
https://www.wedding-spot.com/venue/2476/inside-park-at-st-barts/,Inside Park at St. Bart's,347-658-2954,Valet parking,75,"325 Park Avenue, New York, NY 10022"
https://www.wedding-spot.com/venue/8625/ristorante-degrezia/,Ristorante DeGrezia,212-750-5353,"Upgraded rentals included,Rentals included,Valet parking",120,"231 East 50th Steet, New York, NY 10022"
https://www.wedding-spot.com/venue/16539/42west44/,42West44,212-382-6684,Rentals included,200,"42 West 44th Street, New York, NY 10036"
https://www.wedding-spot.com/venue/11667/the-mariner-iii/,The Mariner III,917-471-0585,Rentals included,90,"Pier 60 Chelsea Piers, West 23rd Street & Hudson River Park"
https://www.wedding-spot.com/venue/13512/the-bogardus-mansion/,The Bogardus Mansion,646-729-6139,"Rehearsal dinner and bridal shower,BYO,Valet parking",125,"75 Murray Street, New York, NY 10007"
https://www.wedding-spot.com/venue/231/le-cirque/,Le Cirque,212-405-5095,Rentals included,170,"One Beacon Court, 151 East 58th Street"
https://www.wedding-spot.com/venue/13700/the-james-new-york-soho/,The James New York - SoHo,212-465-2000,"Indoor and outdoor spaces,BYO,Upgraded rentals included",100,"27 Grand Street, New York, NY 10013"
https://www.wedding-spot.com/venue/1704/hotel-giraffe/,Hotel Giraffe,212-894-0497,"Rehearsal dinner and bridal shower,Indoor and outdoor spaces,Rentals included",40,"365 Park Avenue South, New York, NY 10016"
https://www.wedding-spot.com/venue/273/360-east-at-montauk-downs/,360 East at Montauk Downs,,"Award winner,Indoor and outdoor spaces,Rentals included",218,"50 South Fairview Avenue, Montauk, NY 11954"
https://www.wedding-spot.com/venue/1271/old-field-club/,Old Field Club,631-751-0571 ext. 105,"Indoor and outdoor spaces,Rentals included,Valet parking",250,"86 West Meadow Road, East Setauket, NY 11733"
https://www.wedding-spot.com/venue/1613/riff-raffs/,Riff Raffs,212-838-2061 ext. 2326,"Rentals included,Valet parking",40,"360 Park Avenue South, New York, NY 10010"
https://www.wedding-spot.com/venue/14654/fifth-avenue-presbyterian-church/,Fifth Avenue Presbyterian Church,212-247-0490 ext. 3018,Valet parking,1800,"7 West 55th Street, New York, NY 10019"
https://www.wedding-spot.com/venue/6204/colonial-industrial-quarter/,Colonial Industrial Quarter,610-882-0450 ext. 20,"Indoor and outdoor spaces,BYO,Valet parking",250,"459 Old York Road, Bethlehem, PA 18018"
https://www.wedding-spot.com/venue/13544/atrium-dumbo/,Atrium DUMBO,718-858-1095,Valet parking,70,"15 Main Street, Brooklyn, NY 11201"
https://www.wedding-spot.com/venue/250/chateau-at-coindre-hall/,Chateau at Coindre Hall,,"Award winner,Indoor and outdoor spaces,Upgraded rentals included",200,"101 Browns Road, Huntington, NY 11743"
